id,category_id,name,item_variant,description,value_good,value_very_good,value_excellent,source_reference,date_of_valuation,search_keywords,original_description
1314,19,Bowling Shoes,Women's,Bowling Shoes: Women's,11.02,13.38,15.74,ItsDeductible 2024,2024-01-01,sporting goods bowling shoes women's,Bowling Shoes: Women's
1315,19,Bowling Shoes,Youth,Bowling Shoes: Youth,9.72,11.8,13.88,ItsDeductible 2024,2024-01-01,sporting goods bowling shoes youth,Bowling Shoes: Youth
1316,19,Boxing Gloves,Adult,Boxing Gloves: Adult,10.3,12.51,14.71,ItsDeductible 2024,2024-01-01,sporting goods boxing gloves adult,Boxing Gloves: Adult
1317,19,Boxing Gloves,Youth,Boxing Gloves: Youth,8.62,10.47,12.31,ItsDeductible 2024,2024-01-01,sporting goods boxing gloves youth,Boxing Gloves: Youth
1318,19,Boxing,Protective Gear: Hand Wraps,Boxing: Protective Gear: Hand Wraps,4.33,5.26,6.18,ItsDeductible 2024,2024-01-01,sporting goods boxing protective gear hand wraps,Boxing: Protective Gear: Hand Wraps
1319,19,Boxing,Protective Gear: Headgear,Boxing: Protective Gear: Headgear,15.61,18.96,22.3,ItsDeductible 2024,2024-01-01,sporting goods boxing protective gear headgear,Boxing: Protective Gear: Headgear
1320,19,Boxing,Protective Gear: Protective Cup,Boxing: Protective Gear: Protective Cup,26.77,32.51,38.24,ItsDeductible 2024,2024-01-01,sporting goods boxing protective gear cup,Boxing: Protective Gear: Protective Cup
1321,19,Canopy w/Poles,,Canopy w/Poles,24.73,30.03,35.33,ItsDeductible 2024,2024-01-01,sporting goods canopy w/poles,Canopy w/Poles
1322,19,Catcher's Mitt,Adult,Catcher's Mitt: Adult,17.16,20.84,24.52,ItsDeductible 2024,2024-01-01,sporting goods catcher's mitt adult,Catcher's Mitt: Adult
1323,19,Catcher's Mitt,Youth,Catcher's Mitt: Youth,14.76,17.93,21.09,ItsDeductible 2024,2024-01-01,sporting goods catcher's mitt youth,Catcher's Mitt: Youth
1324,19,Cooler,2-4 Quart,Cooler: 2-4 Quart,9.48,11.51,13.54,ItsDeductible 2024,2024-01-01,sporting goods cooler quart,Cooler: 2-4 Quart
1325,19,Cooler,25-50 Quart,Cooler: 25-50 Quart,20.94,25.43,29.91,ItsDeductible 2024,2024-01-01,sporting goods cooler 25 50 quart,Cooler: 25-50 Quart
1326,19,Cooler,5-24 Quart,Cooler: 5-24 Quart,21.9,26.59,31.28,ItsDeductible 2024,2024-01-01,sporting goods cooler 24 quart,Cooler: 5-24 Quart
1327,19,Cooler,51+ Quart,Cooler: 51+ Quart,17.52,21.28,25.03,ItsDeductible 2024,2024-01-01,sporting goods cooler 51+ quart,Cooler: 51+ Quart
1328,19,Cooler,6 Pack,Cooler: 6 Pack,10.44,12.68,14.91,ItsDeductible 2024,2024-01-01,sporting goods cooler pack,Cooler: 6 Pack
1329,19,Cot,,Cot,32.05,38.92,45.78,ItsDeductible 2024,2024-01-01,sporting goods cot,Cot
1330,19,Croquet Set,,Croquet Set,17.89,21.72,25.55,ItsDeductible 2024,2024-01-01,sporting goods croquet set,Croquet Set
1331,19,Dance Shoes,Ballet Slippers,Dance Shoes: Ballet Slippers,6.35,7.71,9.07,ItsDeductible 2024,2024-01-01,sporting goods dance shoes ballet slippers,Dance Shoes: Ballet Slippers
1332,19,Dance Shoes,Tap Shoes,Dance Shoes: Tap Shoes,12.47,15.14,17.81,ItsDeductible 2024,2024-01-01,sporting goods dance shoes tap,Dance Shoes: Tap Shoes
1333,19,Dance Skirt,Adult,Dance Skirt: Adult,6.72,8.16,9.6,ItsDeductible 2024,2024-01-01,sporting goods dance skirt adult,Dance Skirt: Adult
1334,19,Dance Skirt,Youth,Dance Skirt: Youth,6.9,8.38,9.86,ItsDeductible 2024,2024-01-01,sporting goods dance skirt youth,Dance Skirt: Youth
1335,19,Dartboard,Bristle,Dartboard: Bristle,9.49,11.52,13.55,ItsDeductible 2024,2024-01-01,sporting goods dartboard bristle,Dartboard: Bristle
1336,19,Dartboard,Electronic,Dartboard: Electronic,13.45,16.33,19.21,ItsDeductible 2024,2024-01-01,sporting goods dartboard electronic,Dartboard: Electronic
1337,19,Dartboard,Magnetic,Dartboard: Magnetic,9.25,11.24,13.22,ItsDeductible 2024,2024-01-01,sporting goods dartboard magnetic,Dartboard: Magnetic
1338,19,Decoy,,Decoy,11.8,14.33,16.86,ItsDeductible 2024,2024-01-01,sporting goods decoy,Decoy
1339,19,Electric Treadmill,,Electric Treadmill,100.19,121.66,143.13,ItsDeductible 2024,2024-01-01,sporting goods electric treadmill,Electric Treadmill
1340,19,Exercise Ball,,Exercise Ball,7.1,8.62,10.14,ItsDeductible 2024,2024-01-01,sporting goods exercise ball,Exercise Ball
1341,19,Fishing,Reel,Fishing: Reel,9.56,11.61,13.65,ItsDeductible 2024,2024-01-01,sporting goods fishing reel,Fishing: Reel
1342,19,Fishing,Rod,Fishing: Rod,17.29,21.0,24.7,ItsDeductible 2024,2024-01-01,sporting goods fishing rod,Fishing: Rod
1343,19,Fishing,Tackle Box,Fishing: Tackle Box,12.96,15.74,18.52,ItsDeductible 2024,2024-01-01,sporting goods fishing tackle box,Fishing: Tackle Box
1344,19,Folding Camp Chair,,Folding Camp Chair,12.57,15.27,17.96,ItsDeductible 2024,2024-01-01,sporting goods folding camp chair,Folding Camp Chair
1345,19,Football Helmet,Adult,Football Helmet: Adult,25.68,31.19,36.69,ItsDeductible 2024,2024-01-01,sporting goods football helmet adult,Football Helmet: Adult
1346,19,Football Helmet,Youth,Football Helmet: Youth,17.88,21.71,25.54,ItsDeductible 2024,2024-01-01,sporting goods football helmet youth,Football Helmet: Youth
1347,19,Football Pads,"Arm, Elbow & Hand","Football Pads: Arm, Elbow & Hand",6.66,8.09,9.52,ItsDeductible 2024,2024-01-01,sporting goods football pads arm elbow hand,"Football Pads: Arm, Elbow & Hand"
1348,19,Football Pads,Chin,Football Pads: Chin,7.01,8.52,10.02,ItsDeductible 2024,2024-01-01,sporting goods football pads chin,Football Pads: Chin
1349,19,Football Pads,Neck & Shoulder,Football Pads: Neck & Shoulder,17.64,21.42,25.2,ItsDeductible 2024,2024-01-01,sporting goods football pads neck shoulder,Football Pads: Neck & Shoulder
1350,19,Football Pads,Rib,Football Pads: Rib,23.4,28.42,33.43,ItsDeductible 2024,2024-01-01,sporting goods football pads rib,Football Pads: Rib
1351,19,Football Shoes,Adult,Football Shoes: Adult,9.43,11.45,13.47,ItsDeductible 2024,2024-01-01,sporting goods football shoes adult,Football Shoes: Adult
1352,19,Football Shoes,Youth,Football Shoes: Youth,10.63,12.91,15.19,ItsDeductible 2024,2024-01-01,sporting goods football shoes youth,Football Shoes: Youth
1353,19,Football,Adult,Football: Adult,11.04,13.41,15.77,ItsDeductible 2024,2024-01-01,sporting goods football adult,Football: Adult
1354,19,Football,Youth,Football: Youth,9.24,11.22,13.2,ItsDeductible 2024,2024-01-01,sporting goods football youth,Football: Youth
1355,19,Game Call,,Game Call,9.49,11.52,13.55,ItsDeductible 2024,2024-01-01,sporting goods game call,Game Call
1356,19,Golf Bag,Cart,Golf Bag: Cart,24.73,30.03,35.33,ItsDeductible 2024,2024-01-01,sporting goods golf bag cart,Golf Bag: Cart
1357,19,Golf Bag,Staff,Golf Bag: Staff,40.33,48.98,57.62,ItsDeductible 2024,2024-01-01,sporting goods golf bag staff,Golf Bag: Staff
1358,19,Golf Bag,Stand,Golf Bag: Stand,30.25,36.73,43.21,ItsDeductible 2024,2024-01-01,sporting goods golf bag stand,Golf Bag: Stand
1359,19,Golf Bag,Travel,Golf Bag: Travel,30.25,36.73,43.21,ItsDeductible 2024,2024-01-01,sporting goods golf bag travel,Golf Bag: Travel
1360,19,Golf Cart,Pull,Golf Cart: Pull,27.44,33.32,39.2,ItsDeductible 2024,2024-01-01,sporting goods golf cart pull,Golf Cart: Pull
1361,19,Golf Cart,Push,Golf Cart: Push,42.5,51.61,60.71,ItsDeductible 2024,2024-01-01,sporting goods golf cart push,Golf Cart: Push
1362,19,Golf Clubs,Complete Starter Set,Golf Clubs: Complete Starter Set,28.57,34.69,40.81,ItsDeductible 2024,2024-01-01,sporting goods golf clubs complete starter set,Golf Clubs: Complete Starter Set
1363,19,Golf Clubs,Driver,Golf Clubs: Driver,34.81,42.27,49.73,ItsDeductible 2024,2024-01-01,sporting goods golf clubs driver,Golf Clubs: Driver
1364,19,Golf Clubs,Iron,Golf Clubs: Iron,34.09,41.4,48.7,ItsDeductible 2024,2024-01-01,sporting goods golf clubs iron,Golf Clubs: Iron
1365,19,Golf Clubs,Putter,Golf Clubs: Putter,23.92,29.05,34.17,ItsDeductible 2024,2024-01-01,sporting goods golf clubs putter,Golf Clubs: Putter
1366,19,Golf Clubs,Wedge: Pitching,Golf Clubs: Wedge: Pitching,17.16,20.84,24.52,ItsDeductible 2024,2024-01-01,sporting goods golf clubs wedge pitching,Golf Clubs: Wedge: Pitching
1367,19,Golf Clubs,Wedge: Sand,Golf Clubs: Wedge: Sand,17.24,20.94,24.63,ItsDeductible 2024,2024-01-01,sporting goods golf clubs wedge sand,Golf Clubs: Wedge: Sand
1368,19,Golf Clubs,Wood,Golf Clubs: Wood,26.6,32.3,38.0,ItsDeductible 2024,2024-01-01,sporting goods golf clubs wood,Golf Clubs: Wood
1369,19,Golf Gloves,Men's,Golf Gloves: Men's,9.35,11.35,13.35,ItsDeductible 2024,2024-01-01,sporting goods golf gloves men's,Golf Gloves: Men's
1370,19,Golf Gloves,Women's,Golf Gloves: Women's,8.11,9.85,11.59,ItsDeductible 2024,2024-01-01,sporting goods golf gloves women's,Golf Gloves: Women's
1371,19,Golf Gloves,Youth,Golf Gloves: Youth,6.73,8.17,9.61,ItsDeductible 2024,2024-01-01,sporting goods golf gloves youth,Golf Gloves: Youth
1372,19,Golf Head Cover,,Golf Head Cover,5.94,7.21,8.48,ItsDeductible 2024,2024-01-01,sporting goods golf head cover,Golf Head Cover
1373,19,Golf Shoes,Men's,Golf Shoes: Men's,11.42,13.87,16.32,ItsDeductible 2024,2024-01-01,sporting goods golf shoes men's,Golf Shoes: Men's
1374,19,Golf Shoes,Women's,Golf Shoes: Women's,11.27,13.69,16.1,ItsDeductible 2024,2024-01-01,sporting goods golf shoes women's,Golf Shoes: Women's
1375,19,Golf Shoes,Youth,Golf Shoes: Youth,9.12,11.08,13.03,ItsDeductible 2024,2024-01-01,sporting goods golf shoes youth,Golf Shoes: Youth
1376,19,Golf Towel,,Golf Towel,6.84,8.31,9.77,ItsDeductible 2024,2024-01-01,sporting goods golf towel,Golf Towel
1377,19,Golf Umbrella,,Golf Umbrella,8.31,10.09,11.87,ItsDeductible 2024,2024-01-01,sporting goods golf umbrella,Golf Umbrella
1378,19,Gun Rack,Automobile,Gun Rack: Automobile,17.45,21.19,24.93,ItsDeductible 2024,2024-01-01,sporting goods gun rack automobile,Gun Rack: Automobile
1379,19,Gun Rack,Home,Gun Rack: Home,14.53,17.64,20.75,ItsDeductible 2024,2024-01-01,sporting goods gun rack home,Gun Rack: Home
1380,19,Hockey Gloves,Adult,Hockey Gloves: Adult,10.63,12.91,15.19,ItsDeductible 2024,2024-01-01,sporting goods hockey gloves adult,Hockey Gloves: Adult
1381,19,Hockey Gloves,Youth,Hockey Gloves: Youth,10.63,12.91,15.19,ItsDeductible 2024,2024-01-01,sporting goods hockey gloves youth,Hockey Gloves: Youth
1382,19,Hockey Goal,,Hockey Goal,27.37,33.24,39.1,ItsDeductible 2024,2024-01-01,sporting goods hockey goal,Hockey Goal
1383,19,Hockey Helmet,Goalie,Hockey Helmet: Goalie,15.48,18.8,22.11,ItsDeductible 2024,2024-01-01,sporting goods hockey helmet goalie,Hockey Helmet: Goalie
1384,19,Hockey Helmet,Player,Hockey Helmet: Player,15.48,18.8,22.11,ItsDeductible 2024,2024-01-01,sporting goods hockey helmet player,Hockey Helmet: Player
1385,19,Hockey Pads,Elbow/Arm,Hockey Pads: Elbow/Arm,11.83,14.37,16.9,ItsDeductible 2024,2024-01-01,sporting goods hockey pads elbow/arm,Hockey Pads: Elbow/Arm
1386,19,Hockey Pads,Goalie Chest,Hockey Pads: Goalie Chest,37.04,44.98,52.91,ItsDeductible 2024,2024-01-01,sporting goods hockey pads goalie chest,Hockey Pads: Goalie Chest
1387,19,Hockey Pads,Goalie Leg,Hockey Pads: Goalie Leg,53.7,65.21,76.71,ItsDeductible 2024,2024-01-01,sporting goods hockey pads goalie leg,Hockey Pads: Goalie Leg
1388,19,Hockey Pads,Knee/Shin,Hockey Pads: Knee/Shin,29.41,35.72,42.02,ItsDeductible 2024,2024-01-01,sporting goods hockey pads knee/shin,Hockey Pads: Knee/Shin
1389,19,Hockey Pads,Shoulder,Hockey Pads: Shoulder,12.61,15.31,18.01,ItsDeductible 2024,2024-01-01,sporting goods hockey pads shoulder,Hockey Pads: Shoulder
1390,19,Hockey Skates,Adult,Hockey Skates: Adult,20.88,25.36,29.83,ItsDeductible 2024,2024-01-01,sporting goods hockey skates adult,Hockey Skates: Adult
1391,19,Hockey Skates,Youth,Hockey Skates: Youth,19.99,24.27,28.55,ItsDeductible 2024,2024-01-01,sporting goods hockey skates youth,Hockey Skates: Youth
1392,19,Horseshoe Set,,Horseshoe Set,15.84,19.24,22.63,ItsDeductible 2024,2024-01-01,sporting goods horseshoe set,Horseshoe Set
1393,19,Hunting Knife,,Hunting Knife,13.5,16.4,19.29,ItsDeductible 2024,2024-01-01,sporting goods hunting knife,Hunting Knife
1394,19,Hunting Vest,,Hunting Vest,11.98,14.55,17.12,ItsDeductible 2024,2024-01-01,sporting goods hunting vest,Hunting Vest
1395,19,Ice Skates,Men's,Ice Skates: Men's,17.14,20.82,24.49,ItsDeductible 2024,2024-01-01,sporting goods ice skates men's,Ice Skates: Men's
1396,19,Ice Skates,Women's,Ice Skates: Women's,15.48,18.8,22.11,ItsDeductible 2024,2024-01-01,sporting goods ice skates women's,Ice Skates: Women's
1397,19,Ice Skates,Youth,Ice Skates: Youth,9.84,11.95,14.06,ItsDeductible 2024,2024-01-01,sporting goods ice skates youth,Ice Skates: Youth
1398,19,Jump Rope,,Jump Rope,5.19,6.3,7.41,ItsDeductible 2024,2024-01-01,sporting goods jump rope,Jump Rope
1399,19,Lantern,,Lantern,13.08,15.89,18.69,ItsDeductible 2024,2024-01-01,sporting goods lantern,Lantern
1400,19,Leotard,Adult,Leotard: Adult,6.65,8.08,9.5,ItsDeductible 2024,2024-01-01,sporting goods leotard adult,Leotard: Adult
1401,19,Leotard,Youth,Leotard: Youth,6.24,7.58,8.91,ItsDeductible 2024,2024-01-01,sporting goods leotard youth,Leotard: Youth
1402,19,Life Preserver,Adult,Life Preserver: Adult,11.4,13.85,16.29,ItsDeductible 2024,2024-01-01,sporting goods life preserver adult,Life Preserver: Adult
1403,19,Life Preserver,Youth,Life Preserver: Youth,7.0,8.5,10.0,ItsDeductible 2024,2024-01-01,sporting goods life preserver youth,Life Preserver: Youth
1404,19,Manual Treadmill,,Manual Treadmill,73.44,89.18,104.91,ItsDeductible 2024,2024-01-01,sporting goods manual treadmill,Manual Treadmill
1405,19,Martial Arts Uniform,Adult,Martial Arts Uniform: Adult,12.45,15.12,17.79,ItsDeductible 2024,2024-01-01,sporting goods martial arts uniform adult,Martial Arts Uniform: Adult
1406,19,Martial Arts Uniform,Youth,Martial Arts Uniform: Youth,11.14,13.53,15.91,ItsDeductible 2024,2024-01-01,sporting goods martial arts uniform youth,Martial Arts Uniform: Youth
1407,19,Motorcycling Chaps,Men's,Motorcycling Chaps: Men's,14.64,17.78,20.92,ItsDeductible 2024,2024-01-01,sporting goods motorcycling chaps men's,Motorcycling Chaps: Men's
1408,19,Motorcycling Chaps,Women's,Motorcycling Chaps: Women's,22.33,27.12,31.9,ItsDeductible 2024,2024-01-01,sporting goods motorcycling chaps women's,Motorcycling Chaps: Women's
1409,19,Motorcycling Gloves,,Motorcycling Gloves,12.8,15.54,18.28,ItsDeductible 2024,2024-01-01,sporting goods motorcycling gloves,Motorcycling Gloves
1410,19,Motorcycling Helmet,,Motorcycling Helmet,18.48,22.44,26.4,ItsDeductible 2024,2024-01-01,sporting goods motorcycling helmet,Motorcycling Helmet
1411,19,Motorcycling Saddlebag,,Motorcycling Saddlebag,28.08,34.1,40.12,ItsDeductible 2024,2024-01-01,sporting goods motorcycling saddlebag,Motorcycling Saddlebag
1412,19,Pedometer,,Pedometer,7.08,8.6,10.12,ItsDeductible 2024,2024-01-01,sporting goods pedometer,Pedometer
1413,19,Pocket Knife,,Pocket Knife,5.1,6.2,7.29,ItsDeductible 2024,2024-01-01,sporting goods pocket knife,Pocket Knife
1414,19,Protective Gear,Arm,Protective Gear: Arm,6.76,8.21,9.66,ItsDeductible 2024,2024-01-01,sporting goods protective gear arm,Protective Gear: Arm
1415,19,Protective Gear,Chest,Protective Gear: Chest,14.64,17.78,20.92,ItsDeductible 2024,2024-01-01,sporting goods protective gear chest,Protective Gear: Chest
1416,19,Protective Gear,Foot,Protective Gear: Foot,7.63,9.27,10.9,ItsDeductible 2024,2024-01-01,sporting goods protective gear foot,Protective Gear: Foot
1417,19,Protective Gear,Groin,Protective Gear: Groin,8.95,10.87,12.78,ItsDeductible 2024,2024-01-01,sporting goods protective gear groin,Protective Gear: Groin
1418,19,Protective Gear,Hand,Protective Gear: Hand,8.81,10.7,12.59,ItsDeductible 2024,2024-01-01,sporting goods protective gear hand,Protective Gear: Hand
1419,19,Protective Gear,Head,Protective Gear: Head,7.69,9.34,10.99,ItsDeductible 2024,2024-01-01,sporting goods protective gear head,Protective Gear: Head
1420,19,Protective Gear,Shin,Protective Gear: Shin,13.75,16.7,19.64,ItsDeductible 2024,2024-01-01,sporting goods protective gear shin,Protective Gear: Shin
1421,19,Punch Bag,Punching,Punch Bag: Punching,28.09,34.11,40.13,ItsDeductible 2024,2024-01-01,sporting goods punch bag punching,Punch Bag: Punching
1422,19,Punch Bag,Speed,Punch Bag: Speed,20.65,25.08,29.5,ItsDeductible 2024,2024-01-01,sporting goods punch bag speed,Punch Bag: Speed
1423,19,Racquetball Eye Guard,,Racquetball Eye Guard,16.88,20.5,24.11,ItsDeductible 2024,2024-01-01,sporting goods racquetball eye guard,Racquetball Eye Guard
1424,19,Racquetball Gloves,,Racquetball Gloves,6.48,7.87,9.26,ItsDeductible 2024,2024-01-01,sporting goods racquetball gloves,Racquetball Gloves
1425,19,Racquetball Racquet,,Racquetball Racquet,9.11,11.07,13.02,ItsDeductible 2024,2024-01-01,sporting goods racquetball racquet,Racquetball Racquet
1426,19,Racquetball Shoes,Men's,Racquetball Shoes: Men's,13.69,16.63,19.56,ItsDeductible 2024,2024-01-01,sporting goods racquetball shoes men's,Racquetball Shoes: Men's
1427,19,Racquetball Shoes,Women's,Racquetball Shoes: Women's,16.58,20.13,23.68,ItsDeductible 2024,2024-01-01,sporting goods racquetball shoes women's,Racquetball Shoes: Women's
1428,19,Rifle Bag,,Rifle Bag,9.14,11.1,13.05,ItsDeductible 2024,2024-01-01,sporting goods rifle bag,Rifle Bag
1429,19,Roller Blades,Men's,Roller Blades: Men's,18.0,21.86,25.71,ItsDeductible 2024,2024-01-01,sporting goods roller blades men's,Roller Blades: Men's
1430,19,Roller Blades,Women's,Roller Blades: Women's,15.48,18.8,22.12,ItsDeductible 2024,2024-01-01,sporting goods roller blades women's,Roller Blades: Women's
1431,19,Roller Blades,Youth,Roller Blades: Youth,10.93,13.28,15.62,ItsDeductible 2024,2024-01-01,sporting goods roller blades youth,Roller Blades: Youth
1432,19,Roller Skates,Men's,Roller Skates: Men's,21.37,25.95,30.53,ItsDeductible 2024,2024-01-01,sporting goods roller skates men's,Roller Skates: Men's
1433,19,Roller Skates,Women's,Roller Skates: Women's,18.01,21.87,25.73,ItsDeductible 2024,2024-01-01,sporting goods roller skates women's,Roller Skates: Women's
1434,19,Roller Skates,Youth,Roller Skates: Youth,16.56,20.11,23.66,ItsDeductible 2024,2024-01-01,sporting goods roller skates youth,Roller Skates: Youth
1435,19,Scooter,Kick,Scooter: Kick,46.83,56.87,66.9,ItsDeductible 2024,2024-01-01,sporting goods scooter kick,Scooter: Kick
1436,19,Scooter,Motorized: Electric,Scooter: Motorized: Electric,92.44,112.25,132.05,ItsDeductible 2024,2024-01-01,sporting goods scooter motorized electric,Scooter: Motorized: Electric
1437,19,Scooter,Motorized: Gas,Scooter: Motorized: Gas,58.14,70.6,83.05,ItsDeductible 2024,2024-01-01,sporting goods scooter motorized gas,Scooter: Motorized: Gas
1438,19,Scuba,Booties,Scuba: Booties,9.6,11.66,13.71,ItsDeductible 2024,2024-01-01,sporting goods scuba booties,Scuba: Booties
1439,19,Scuba,Depth Gauge,Scuba: Depth Gauge,16.32,19.82,23.32,ItsDeductible 2024,2024-01-01,sporting goods scuba depth gauge,Scuba: Depth Gauge
1440,19,Scuba,Dive Light,Scuba: Dive Light,24.25,29.45,34.64,ItsDeductible 2024,2024-01-01,sporting goods scuba dive light,Scuba: Dive Light
1441,19,Scuba,Dry Suit,Scuba: Dry Suit,39.55,48.03,56.5,ItsDeductible 2024,2024-01-01,sporting goods scuba dry suit,Scuba: Dry Suit
1442,19,Scuba,Fins,Scuba: Fins,24.0,29.15,34.29,ItsDeductible 2024,2024-01-01,sporting goods scuba fins,Scuba: Fins
1443,19,Scuba,Gloves,Scuba: Gloves,15.96,19.38,22.8,ItsDeductible 2024,2024-01-01,sporting goods scuba gloves,Scuba: Gloves
1444,19,Scuba,Hood,Scuba: Hood,16.48,20.01,23.54,ItsDeductible 2024,2024-01-01,sporting goods scuba hood,Scuba: Hood
1445,19,Scuba,Knife,Scuba: Knife,17.05,20.7,24.35,ItsDeductible 2024,2024-01-01,sporting goods scuba knife,Scuba: Knife
1446,19,Scuba,Mask,Scuba: Mask,13.16,15.98,18.8,ItsDeductible 2024,2024-01-01,sporting goods scuba mask,Scuba: Mask
1447,19,Scuba,Regulator,Scuba: Regulator,37.21,45.18,53.15,ItsDeductible 2024,2024-01-01,sporting goods scuba regulator,Scuba: Regulator
1448,19,Scuba,Snorkel,Scuba: Snorkel,15.25,18.52,21.79,ItsDeductible 2024,2024-01-01,sporting goods scuba snorkel,Scuba: Snorkel
1449,19,Scuba,Tank,Scuba: Tank,34.09,41.4,48.7,ItsDeductible 2024,2024-01-01,sporting goods scuba tank,Scuba: Tank
1450,19,Scuba,Weight Belt,Scuba: Weight Belt,18.09,21.97,25.84,ItsDeductible 2024,2024-01-01,sporting goods scuba weight belt,Scuba: Weight Belt
1451,19,Skateboard,,Skateboard,18.42,22.37,26.32,ItsDeductible 2024,2024-01-01,sporting goods skateboard,Skateboard
1452,19,Ski Bag,,Ski Bag,10.07,12.23,14.38,ItsDeductible 2024,2024-01-01,sporting goods ski bag,Ski Bag
1453,19,Ski Boots,Adult,Ski Boots: Adult,24.01,29.16,34.3,ItsDeductible 2024,2024-01-01,sporting goods ski boots adult,Ski Boots: Adult
1454,19,Ski Boots,Youth,Ski Boots: Youth,28.57,34.69,40.81,ItsDeductible 2024,2024-01-01,sporting goods ski boots youth,Ski Boots: Youth
1455,19,Ski Poles (Pair),,Ski Poles (Pair),17.05,20.7,24.35,ItsDeductible 2024,2024-01-01,sporting goods ski poles (pair),Ski Poles (Pair)
1456,19,Sled,,Sled,17.25,20.95,24.64,ItsDeductible 2024,2024-01-01,sporting goods sled,Sled
1457,19,Sleeping Bag,Adult,Sleeping Bag: Adult,16.18,19.65,23.12,ItsDeductible 2024,2024-01-01,sporting goods sleeping bag adult,Sleeping Bag: Adult
1458,19,Sleeping Bag,Youth,Sleeping Bag: Youth,12.24,14.86,17.48,ItsDeductible 2024,2024-01-01,sporting goods sleeping bag youth,Sleeping Bag: Youth
1459,19,Snow Goggles,Adult,Snow Goggles: Adult,7.56,9.18,10.8,ItsDeductible 2024,2024-01-01,sporting goods snow goggles adult,Snow Goggles: Adult
1460,19,Snow Goggles,Youth,Snow Goggles: Youth,7.65,9.29,10.93,ItsDeductible 2024,2024-01-01,sporting goods snow goggles youth,Snow Goggles: Youth
1461,19,Snow Skis (Pair),,Snow Skis (Pair),24.0,29.15,34.29,ItsDeductible 2024,2024-01-01,sporting goods snow skis (pair),Snow Skis (Pair)
1462,19,Snowboard,,Snowboard,28.81,34.99,41.16,ItsDeductible 2024,2024-01-01,sporting goods snowboard,Snowboard
1463,19,Soccer,Ball,Soccer: Ball,5.75,6.99,8.22,ItsDeductible 2024,2024-01-01,sporting goods soccer ball,Soccer: Ball
1464,19,Soccer,Gloves,Soccer: Gloves,7.56,9.18,10.8,ItsDeductible 2024,2024-01-01,sporting goods soccer gloves,Soccer: Gloves
1465,19,Soccer,Jersey,Soccer: Jersey,9.96,12.1,14.23,ItsDeductible 2024,2024-01-01,sporting goods soccer jersey,Soccer: Jersey
1466,19,Soccer,Pants,Soccer: Pants,9.35,11.35,13.35,ItsDeductible 2024,2024-01-01,sporting goods soccer pants,Soccer: Pants
1467,19,Soccer,Shin Guards (Pair),Soccer: Shin Guards (Pair),6.56,7.97,9.37,ItsDeductible 2024,2024-01-01,sporting goods soccer shin guards (pair),Soccer: Shin Guards (Pair)
1468,19,Soccer,Shoes: Men's,Soccer: Shoes: Men's,12.24,14.86,17.48,ItsDeductible 2024,2024-01-01,sporting goods soccer shoes men's,Soccer: Shoes: Men's
1469,19,Soccer,Shoes: Women's,Soccer: Shoes: Women's,10.47,12.71,14.95,ItsDeductible 2024,2024-01-01,sporting goods soccer shoes women's,Soccer: Shoes: Women's
1470,19,Soccer,Shoes: Youth,Soccer: Shoes: Youth,9.12,11.08,13.03,ItsDeductible 2024,2024-01-01,sporting goods soccer shoes youth,Soccer: Shoes: Youth
1471,19,Soccer,Shorts,Soccer: Shorts,9.12,11.08,13.03,ItsDeductible 2024,2024-01-01,sporting goods soccer shorts,Soccer: Shorts
1472,19,Soccer,Socks,Soccer: Socks,4.05,4.92,5.78,ItsDeductible 2024,2024-01-01,sporting goods soccer socks,Soccer: Socks
1473,19,Squash Racquet,,Squash Racquet,9.22,11.2,13.17,ItsDeductible 2024,2024-01-01,sporting goods squash racquet,Squash Racquet
1474,19,Stationary Bike,,Stationary Bike,69.27,84.11,98.95,ItsDeductible 2024,2024-01-01,sporting goods stationary bike,Stationary Bike
1475,19,Stove,Alcohol Burning,Stove: Alcohol Burning,24.97,30.32,35.67,ItsDeductible 2024,2024-01-01,sporting goods stove alcohol burning,Stove: Alcohol Burning
1476,19,Stove,Gas Burning,Stove: Gas Burning,17.71,21.51,25.3,ItsDeductible 2024,2024-01-01,sporting goods stove gas burning,Stove: Gas Burning
1477,19,Stove,Multi-Fuel Burning,Stove: Multi-Fuel Burning,29.54,35.87,42.2,ItsDeductible 2024,2024-01-01,sporting goods stove multi fuel burning,Stove: Multi-Fuel Burning
1478,19,Surfboard Bag,,Surfboard Bag,20.05,24.35,28.64,ItsDeductible 2024,2024-01-01,sporting goods surfboard bag,Surfboard Bag
1479,19,Surfboard,Long Board,Surfboard: Long Board,63.46,77.06,90.65,ItsDeductible 2024,2024-01-01,sporting goods surfboard long board,Surfboard: Long Board
1480,19,Surfboard,Short Board,Surfboard: Short Board,57.46,69.77,82.08,ItsDeductible 2024,2024-01-01,sporting goods surfboard short board,Surfboard: Short Board
1481,19,Table Tennis Paddles (Set),,Table Tennis Paddles (Set),6.97,8.46,9.95,ItsDeductible 2024,2024-01-01,sporting goods table tennis paddles (set),Table Tennis Paddles (Set)
1482,19,Table Tennis Table,,Table Tennis Table,72.75,88.34,103.93,ItsDeductible 2024,2024-01-01,sporting goods table tennis,Table Tennis Table
1483,19,Tennis,Racquet Bag,Tennis: Racquet Bag,9.55,11.6,13.64,ItsDeductible 2024,2024-01-01,sporting goods tennis racquet bag,Tennis: Racquet Bag
