Item Category,Item Description, Excellent,Very Good,Good
Housekeeping,Air Purifier,$50.08 ,$42.57 ,$35.06 
Housekeeping,Carpet Cleaner: Shampooer,$46.18 ,$39.26 ,$32.33 
Housekeeping,Carpet Cleaner: Steamer,$28.16 ,$23.94 ,$19.71 
Housekeeping,Dehumidifier: 20-39 Pint,$28.12 ,$23.90 ,$19.68 
Housekeeping,Dehumidifier: 40-59 Pint,$37.38 ,$31.78 ,$26.17 
Housekeeping,Dehumidifier: 60+ Pint,$44.48 ,$37.81 ,$31.14 
Housekeeping,Fan: Box,$10.63 ,$9.04 ,$7.44 
Housekeeping,Fan: Ceiling,$24.53 ,$20.85 ,$17.17 
Housekeeping,Fan: Oscillating,$19.20 ,$16.32 ,$13.44 
Housekeeping,Fan: Personal/Desk,$16.15 ,$13.73 ,$11.31 
Housekeeping,Fan: Window,$17.66 ,$15.01 ,$12.36 
Housekeeping,Garment Steamer: Standard,$17.75 ,$15.09 ,$12.43 
Housekeeping,Garment Steamer: Travel,$16.03 ,$13.63 ,$11.22 
Housekeeping,Hamper,$17.66 ,$15.01 ,$12.36 
Housekeeping,Ironing Board,$17.43 ,$14.82 ,$12.20 
Housekeeping,Laundry Basket,$14.91 ,$12.68 ,$10.44 
Housekeeping,Plastic Hangers (10-20),$6.37 ,$5.42 ,$4.46 
Housekeeping,Plastic Storage Bin,$10.28 ,$8.74 ,$7.20 
Housekeeping,Plastic Storage Drawers,$13.70 ,$11.65 ,$9.59 
Housekeeping,Space Heater: Electric,$23.14 ,$19.67 ,$16.20 
Housekeeping,Space Heater: Gas,$26.47 ,$22.50 ,$18.53 
Housekeeping,Steam Iron,$14.60 ,$12.41 ,$10.22 
Housekeeping,Step Stool,$17.44 ,$14.83 ,$12.21 
Housekeeping,Travel Iron,$10.54 ,$8.96 ,$7.38 
Housekeeping,Underbed Storage,$13.71 ,$11.66 ,$9.60 
Housekeeping,Vacuum Cleaner: Canister,$37.35 ,$31.75 ,$26.15 
Housekeeping,Vacuum Cleaner: Handheld,$24.74 ,$21.03 ,$17.32 
Housekeeping,Vacuum Cleaner: Stickbroom,$22.43 ,$19.07 ,$15.70 
Housekeeping,Vacuum Cleaner: Upright,$58.30 ,$49.56 ,$40.81 
Housekeeping,Waste Basket,$10.24 ,$8.71 ,$7.17 
Housekeeping,Water Filter: Countertop,$16.17 ,$13.75 ,$11.32 
Housekeeping,Water Filter: Faucet Mount,$17.19 ,$14.61 ,$12.03 
Housekeeping,Water Filter: Pitcher,$16.34 ,$13.89 ,$11.44 
Housekeeping,Water Filter: Under Counter/Sink,$12.13 ,$10.31 ,$8.49 
Kitchen,Angel Food Cake Pan,$11.90 ,$10.12 ,$8.33 
Kitchen,Banana Hanger,$5.82 ,$4.95 ,$4.07 
Kitchen,Bean Pot,$13.83 ,$11.76 ,$9.68 
Kitchen,Blender,$22.31 ,$18.97 ,$15.62 
Kitchen,Bottle Opener,$6.84 ,$5.82 ,$4.79 
Kitchen,Bowl,$3.77 ,$3.21 ,$2.64 
Kitchen,Bread Box,$15.48 ,$13.16 ,$10.84 
Kitchen,Bread Machine,$23.51 ,$19.99 ,$16.46 
Kitchen,Bread Tube,$5.69 ,$4.84 ,$3.98 
Kitchen,Bundt Cake Pan,$8.94 ,$7.60 ,$6.26 
Kitchen,"Bundt Cake Pan, Mini",$9.88 ,$8.40 ,$6.92 
Kitchen,Burner Cover,$6.17 ,$5.25 ,$4.32 
Kitchen,Butter Dish,$7.72 ,$6.56 ,$5.40 
Kitchen,Butter Knife,$2.34 ,$1.99 ,$1.64 
Kitchen,Cake Plate,$9.43 ,$8.02 ,$6.60 
Kitchen,Can Crusher,$8.76 ,$7.45 ,$6.13 
Kitchen,Can Opener (Manual),$6.51 ,$5.54 ,$4.56 
Kitchen,Canister: Glass/Ceramic,$11.82 ,$10.05 ,$8.27 
Kitchen,Canister: Metal,$12.31 ,$10.47 ,$8.62 
Kitchen,Canisters (Set),$15.57 ,$13.24 ,$10.90 
Kitchen,Canning Jar: Large,$6.58 ,$5.60 ,$4.61 
Kitchen,Canning Jar: Small,$5.28 ,$4.49 ,$3.70 
Kitchen,Casserole Dish,$13.03 ,$11.08 ,$9.12 
Kitchen,Character Cake Pan,$8.57 ,$7.29 ,$6.00 
Kitchen,Cheese Grater,$5.96 ,$5.07 ,$4.17 
Kitchen,Cheese Spreaders (Set),$7.09 ,$6.03 ,$4.96 
Kitchen,China (Set),$26.75 ,$22.74 ,$18.73 
Kitchen,Clay Baker Oven,$16.56 ,$14.08 ,$11.59 
Kitchen,Coffee Cup,$4.29 ,$3.65 ,$3.00 
Kitchen,Coffee Grinder,$13.44 ,$11.43 ,$9.41 
Kitchen,Coffee Mug Tree,$9.63 ,$8.19 ,$6.74 
Kitchen,Colander,$7.41 ,$6.30 ,$5.19 
Kitchen,Cookbook Stand,$10.45 ,$8.89 ,$7.32 
Kitchen,Cookie Cutter,$4.11 ,$3.50 ,$2.88 
Kitchen,Cookie Jar,$15.57 ,$13.24 ,$10.90 
Kitchen,Cookie Sheet,$10.97 ,$9.33 ,$7.68 
Kitchen,Cookie Tin,$9.23 ,$7.85 ,$6.46 
Kitchen,Cooking Timer (Manual),$6.70 ,$5.70 ,$4.69 
Kitchen,Corkscrew,$8.99 ,$7.64 ,$6.29 
Kitchen,Cutting Board,$10.80 ,$9.18 ,$7.56 
Kitchen,Deep Fryer,$19.48 ,$16.56 ,$13.64 
Kitchen,Dessert Plate,$4.46 ,$3.79 ,$3.12 
Kitchen,Dinner Plate,$5.15 ,$4.38 ,$3.61 
Kitchen,Dish Drainer,$12.85 ,$10.93 ,$9.00 
Kitchen,Double Boiler,$17.14 ,$14.57 ,$12.00 
Kitchen,Drip Coffee Maker,$20.23 ,$17.20 ,$14.16 
Kitchen,Dutch Oven,$25.63 ,$21.79 ,$17.94 
Kitchen,Electric Can Opener,$14.17 ,$12.05 ,$9.92 
Kitchen,Electric Hand Mixer,$12.54 ,$10.66 ,$8.78 
Kitchen,Electric Ice Cream Maker,$22.98 ,$19.54 ,$16.09 
Kitchen,Electric Knife,$13.19 ,$11.21 ,$9.23 
Kitchen,Electric Popcorn Popper,$21.25 ,$18.07 ,$14.88 
Kitchen,Electric Skillet,$16.91 ,$14.38 ,$11.84 
Kitchen,Electric Slicer,$24.00 ,$20.40 ,$16.80 
Kitchen,Electric Stand Mixer,$30.17 ,$25.65 ,$21.12 
Kitchen,Electric Wok,$17.31 ,$14.72 ,$12.12 
Kitchen,Espresso/Cappuccino Machine,$39.43 ,$33.52 ,$27.60 
Kitchen,Fondue Set,$17.65 ,$15.01 ,$12.36 
Kitchen,Food Dehydrator,$26.75 ,$22.74 ,$18.73 
Kitchen,Food Processor,$21.72 ,$18.46 ,$15.20 
Kitchen,Food Scale,$10.62 ,$9.03 ,$7.43 
Kitchen,Fork,$4.04 ,$3.44 ,$2.83 
Kitchen,French Bread Pan,$10.51 ,$8.94 ,$7.36 
Kitchen,French Press,$11.83 ,$10.06 ,$8.28 
Kitchen,Fry Pan,$15.42 ,$13.11 ,$10.79 
Kitchen,Funnel,$3.78 ,$3.22 ,$2.65 
Kitchen,Glass Measuring Cup,$3.29 ,$2.80 ,$2.30 
Kitchen,Glass Tumbler,$4.46 ,$3.79 ,$3.12 
Kitchen,Griddle,$19.04 ,$16.19 ,$13.33 
Kitchen,Hot Pad,$5.15 ,$4.38 ,$3.61 
Kitchen,Hot Plate,$14.88 ,$12.65 ,$10.42 
Kitchen,Ice Bucket,$11.10 ,$9.44 ,$7.77 
Kitchen,Ice Cream Scoop,$5.74 ,$4.88 ,$4.02 
Kitchen,Ice Cube Tray,$4.59 ,$3.90 ,$3.21 
Kitchen,Iced Tea Maker,$15.91 ,$13.53 ,$11.14 
Kitchen,Indoor Grill,$21.84 ,$18.57 ,$15.29 
Kitchen,Indoor Rotisserie,$28.05 ,$23.85 ,$19.64 
Kitchen,Jello Mold,$5.11 ,$4.35 ,$3.58 
Kitchen,Juicer,$20.44 ,$17.38 ,$14.31 
Kitchen,Kitchen Scissors,$2.34 ,$1.99 ,$1.64 
Kitchen,Knife Set,$21.36 ,$18.16 ,$14.95 
Kitchen,Knife Sharpener: Electric,$20.08 ,$17.07 ,$14.06 
Kitchen,Knife Sharpener: Manual,$9.21 ,$7.83 ,$6.45 
Kitchen,Ladle,$6.57 ,$5.59 ,$4.60 
Kitchen,Lazy Susan,$14.49 ,$12.32 ,$10.14 
Kitchen,Loaf Pan,$6.25 ,$5.32 ,$4.38 
Kitchen,"Loaf Pan, Mini",$7.47 ,$6.35 ,$5.23 
Kitchen,Lunch Box,$7.69 ,$6.54 ,$5.38 
Kitchen,Measuring Cups (Set),$6.84 ,$5.82 ,$4.79 
Kitchen,Measuring Spoons (Set),$5.20 ,$4.42 ,$3.64 
Kitchen,Meat Thermometer,$10.12 ,$8.60 ,$7.08 
Kitchen,Mellon Baller,$7.20 ,$6.12 ,$5.04 
Kitchen,Microwave Bacon Tray,$8.05 ,$6.85 ,$5.64 
Kitchen,Microwave Egg Cooker,$7.45 ,$6.34 ,$5.22 
Kitchen,Microwave Oven: Countertop,$48.21 ,$40.98 ,$33.75 
Kitchen,Microwave Oven: Over-the-Range,$90.47 ,$76.90 ,$63.33 
Kitchen,Muffin Pan,$8.84 ,$7.52 ,$6.19 
Kitchen,Napkin Holder,$6.69 ,$5.69 ,$4.68 
Kitchen,Oven Burner Covers (Set),$7.23 ,$6.15 ,$5.06 
Kitchen,Paper Towel Holder,$8.86 ,$7.53 ,$6.20 
Kitchen,Pasta Maker,$21.05 ,$17.90 ,$14.74 
Kitchen,Percolator/Urn,$24.18 ,$20.56 ,$16.93 
Kitchen,Picnic Basket,$9.44 ,$8.03 ,$6.61 
Kitchen,Pie Plate,$6.58 ,$5.60 ,$4.61 
Kitchen,Pitcher,$11.59 ,$9.85 ,$8.11 
Kitchen,Pizza Cutter,$6.68 ,$5.68 ,$4.68 
Kitchen,Pizza Pan,$9.30 ,$7.91 ,$6.51 
Kitchen,Plastic Storage Container,$8.22 ,$6.99 ,$5.75 
Kitchen,Pop Can Rack,$3.78 ,$3.22 ,$2.65 
Kitchen,Quiche Pan,$7.95 ,$6.76 ,$5.57 
Kitchen,Recipe Box,$9.38 ,$7.98 ,$6.57 
Kitchen,Roast Pan,$15.67 ,$13.32 ,$10.97 
Kitchen,Rolling Pin,$8.22 ,$6.99 ,$5.75 
Kitchen,Round Cake Pan,$7.13 ,$6.06 ,$4.99 
Kitchen,Salad Shooter,$10.63 ,$9.04 ,$7.44 
Kitchen,Salt & Pepper Shakers (Set),$8.58 ,$7.30 ,$6.01 
Kitchen,Sandwich Maker,$12.79 ,$10.87 ,$8.95 
Kitchen,Sauce Pan,$11.35 ,$9.65 ,$7.95 
Kitchen,Saucer,$5.15 ,$4.38 ,$3.61 
Kitchen,Saute Pan,$16.42 ,$13.96 ,$11.49 
Kitchen,Serving Dish,$12.18 ,$10.36 ,$8.53 
Kitchen,Serving Tray,$14.93 ,$12.69 ,$10.45 
Kitchen,Slow Cooker/Crock Pot,$15.56 ,$13.23 ,$10.89 
Kitchen,Souffle Dish,$9.54 ,$8.11 ,$6.68 
Kitchen,Soup Spoon,$2.16 ,$1.84 ,$1.51 
Kitchen,Spatula,$6.03 ,$5.13 ,$4.22 
Kitchen,Spice Rack,$10.45 ,$8.89 ,$7.32 
Kitchen,Spoon,$6.00 ,$5.10 ,$4.20 
Kitchen,Spoon Rest,$5.18 ,$4.41 ,$3.63 
Kitchen,Spring Form Pan,$7.24 ,$6.16 ,$5.07 
Kitchen,Square Cake Pan,$8.93 ,$7.59 ,$6.25 
Kitchen,Steak Knife,$9.33 ,$7.93 ,$6.53 
Kitchen,Steamer,$15.10 ,$12.84 ,$10.57 
Kitchen,Stock Pot,$15.21 ,$12.93 ,$10.65 
Kitchen,Strainer,$7.40 ,$6.29 ,$5.18 
Kitchen,Tart Pan,$8.21 ,$6.98 ,$5.75 
Kitchen,Tea Kettle,$13.03 ,$11.08 ,$9.12 
Kitchen,Tea Pot,$13.03 ,$11.08 ,$9.12 
Kitchen,Tea Spoon,$2.16 ,$1.84 ,$1.51 
Kitchen,Thermos,$9.59 ,$8.15 ,$6.71 
Kitchen,Toaster,$16.07 ,$13.66 ,$11.25 
Kitchen,Toaster Oven,$23.83 ,$20.26 ,$16.68 
Kitchen,Tongs,$5.46 ,$4.64 ,$3.82 
Kitchen,Trivet,$6.93 ,$5.89 ,$4.85 
Kitchen,Utensil Jar,$10.12 ,$8.60 ,$7.08 
Kitchen,Waffle Maker,$13.44 ,$11.43 ,$9.41 
Kitchen,Water/Sports Bottle,$5.92 ,$5.03 ,$4.14 
Kitchen,Whisk,$6.34 ,$5.39 ,$4.44 
Kitchen,Wine Decanter,$14.91 ,$12.68 ,$10.44 
Kitchen,Wok,$21.36 ,$18.16 ,$14.95 
Lawn & Patio,Axe,$15.17 ,$12.90 ,$10.62 
Lawn & Patio,Beach Umbrella,$21.50 ,$18.28 ,$15.05 
Lawn & Patio,Bird Bath,$23.97 ,$20.38 ,$16.78 
Lawn & Patio,Bird Feeder,$11.82 ,$10.05 ,$8.27 
Lawn & Patio,Bug Zapper,$18.77 ,$15.96 ,$13.14 
Lawn & Patio,Chainsaw: Electric,$34.30 ,$29.16 ,$24.01 
Lawn & Patio,Chainsaw: Gas,$27.43 ,$23.32 ,$19.20 
Lawn & Patio,Decorative Flag,$7.40 ,$6.29 ,$5.18 
Lawn & Patio,Edger: Electric,$39.82 ,$33.85 ,$27.87 
Lawn & Patio,Edger: Gas,$39.82 ,$33.85 ,$27.87 
Lawn & Patio,Flower Pot,$9.32 ,$7.92 ,$6.52 
Lawn & Patio,Garden Hoe,$9.55 ,$8.12 ,$6.69 
Lawn & Patio,Garden Hose,$13.06 ,$11.10 ,$9.14 
Lawn & Patio,Garden Statue,$23.15 ,$19.68 ,$16.21 
Lawn & Patio,Grill Tool: Basting Brush,$10.55 ,$8.97 ,$7.39 
Lawn & Patio,Grill Tool: Fork,$8.50 ,$7.23 ,$5.95 
Lawn & Patio,Grill Tool: Fork Thermometer,$7.19 ,$6.11 ,$5.03 
Lawn & Patio,Grill Tool: Grill Brush,$9.42 ,$8.01 ,$6.59 
Lawn & Patio,Grill Tool: Spatula,$8.52 ,$7.24 ,$5.96 
Lawn & Patio,Grill Tool: Tongs,$9.30 ,$7.91 ,$6.51 
Lawn & Patio,Grill: Charcoal,$28.46 ,$24.19 ,$19.92 
Lawn & Patio,Grill: Gas,$36.00 ,$30.60 ,$25.20 
Lawn & Patio,Hedge Trimmer: Electric,$29.03 ,$24.68 ,$20.32 
Lawn & Patio,Hedge Trimmer: Gas,$43.89 ,$37.31 ,$30.72 
Lawn & Patio,Lawn Chair,$22.29 ,$18.95 ,$15.60 
Lawn & Patio,Leaf Blower: Electric,$30.75 ,$26.14 ,$21.53 
Lawn & Patio,Leaf Blower: Gas,$31.21 ,$26.53 ,$21.85 
Lawn & Patio,Mailbox,$12.68 ,$10.78 ,$8.88 
Lawn & Patio,Mower: Gas: Push,$80.49 ,$68.42 ,$56.34 
Lawn & Patio,Mower: Gas: Self-Propelled,$138.92 ,$118.08 ,$97.24 
Lawn & Patio,Mower: Manual Reel,$46.31 ,$39.37 ,$32.42 
Lawn & Patio,Mower: Tractor/Riding,$244.56 ,$207.88 ,$171.19 
Lawn & Patio,Patio Umbrella,$29.12 ,$24.75 ,$20.38 
Lawn & Patio,Patio Umbrella Stand,$27.04 ,$22.99 ,$18.93 
Lawn & Patio,Patio/Garden Lights (Pair),$9.19 ,$7.81 ,$6.43 
Lawn & Patio,Picnic Table w/ Benches,$73.06 ,$62.10 ,$51.14 
Lawn & Patio,Planter,$14.28 ,$12.14 ,$10.00 
Lawn & Patio,Pruning Saw,$11.08 ,$9.42 ,$7.76 
Lawn & Patio,Rake,$9.84 ,$8.37 ,$6.89 
Lawn & Patio,Shears,$10.59 ,$9.00 ,$7.41 
Lawn & Patio,Shovel,$10.12 ,$8.60 ,$7.08 
Lawn & Patio,Snow Blower: Heavy Duty Two-Stage,$208.55 ,$177.27 ,$145.99 
Lawn & Patio,Snow Blower: Single-Stage,$113.70 ,$96.65 ,$79.59 
Lawn & Patio,Snow Blower: Two-Stage,$113.69 ,$96.64 ,$79.58 
Lawn & Patio,Snow Shovel,$10.69 ,$9.09 ,$7.48 
Lawn & Patio,Spreader,$12.82 ,$10.90 ,$8.97 
Lawn & Patio,Sprinkler: Decorative,$10.14 ,$8.62 ,$7.10 
Lawn & Patio,Sprinkler: Pulsating,$13.92 ,$11.83 ,$9.74 
Lawn & Patio,Sprinkler: Revolving,$14.14 ,$12.02 ,$9.90 
Lawn & Patio,Sprinkler: Tractor,$19.49 ,$16.57 ,$13.64 
Lawn & Patio,Storage Seat,$49.91 ,$42.43 ,$34.94 
Lawn & Patio,String Trimmer: Electric,$28.81 ,$24.49 ,$20.17 
Lawn & Patio,String Trimmer: Gas,$35.67 ,$30.32 ,$24.97 
Lawn & Patio,Tiki Torch,$8.20 ,$6.97 ,$5.74 
Lawn & Patio,Tiller: Electric,$64.83 ,$55.11 ,$45.38 
Lawn & Patio,Tiller: Gas,$57.04 ,$48.49 ,$39.93 
Lawn & Patio,Trellis,$34.13 ,$29.01 ,$23.89 
Lawn & Patio,Wind Chime,$11.88 ,$10.10 ,$8.32 
"Luggage, Backpacks & Cases",Backpack: Adult,$14.48 ,$12.31 ,$10.14 
"Luggage, Backpacks & Cases",Backpack: Youth,$13.62 ,$11.58 ,$9.53 
"Luggage, Backpacks & Cases",Briefcase,$31.72 ,$26.96 ,$22.20 
"Luggage, Backpacks & Cases",Carry On,$16.55 ,$14.07 ,$11.59 
"Luggage, Backpacks & Cases",Duffle Bag,$23.83 ,$20.26 ,$16.68 
"Luggage, Backpacks & Cases",Garment Bag,$21.43 ,$18.22 ,$15.00 
"Luggage, Backpacks & Cases",Suitcase,$32.24 ,$27.41 ,$22.57 
"Luggage, Backpacks & Cases",Vanity Case,$18.94 ,$16.10 ,$13.26 
Major Appliances,Dishwasher: Built-In,$122.33 ,$103.98 ,$85.63 
Major Appliances,Dishwasher: Portable,$114.56 ,$97.38 ,$80.19 
Major Appliances,Dryer: Electric,$137.83 ,$117.16 ,$96.48 
Major Appliances,Dryer: Gas,$111.17 ,$94.50 ,$77.82 
Major Appliances,Freezer: Chest,$114.56 ,$97.38 ,$80.19 
Major Appliances,Freezer: Upright,$107.70 ,$91.55 ,$75.39 
Major Appliances,Range: Electric,$66.54 ,$56.56 ,$46.58 
Major Appliances,Range: Gas,$61.39 ,$52.18 ,$42.97 
Major Appliances,Refrigerator: Side By Side,$127.26 ,$108.17 ,$89.08 
Major Appliances,Refrigerator: Top-Mount,$163.95 ,$139.36 ,$114.77 
Major Appliances,Washer: Front Load,$109.76 ,$93.30 ,$76.83 
Major Appliances,Washer: Portable,$80.95 ,$68.81 ,$56.67 
Major Appliances,Washer: Top Loading,$71.34 ,$60.64 ,$49.94 
Major Appliances,Window Air Conditioner,$85.47 ,$72.65 ,$59.83 
Musical Instruments,Drum: Bass,$39.85 ,$33.88 ,$27.90 
Musical Instruments,Drum: Bongos,$21.43 ,$18.22 ,$15.00 
Musical Instruments,Drum: Snare,$75.21 ,$63.93 ,$52.65 
Musical Instruments,Drum: Toms,$54.45 ,$46.29 ,$38.12 
Musical Instruments,Harmonica,$13.19 ,$11.21 ,$9.23 
Musical Instruments,Marching Band/Orchestra  Cymbals,$64.79 ,$55.07 ,$45.35 
Musical Instruments,Student Acoustic Guitar,$43.85 ,$37.28 ,$30.70 
Musical Instruments,Student Clarinet,$67.28 ,$57.19 ,$47.10 
Musical Instruments,Student Cornet,$62.15 ,$52.83 ,$43.51 
Musical Instruments,Student Flute,$90.09 ,$76.58 ,$63.06 
Musical Instruments,Student Piccolo,$101.77 ,$86.51 ,$71.24 
Musical Instruments,Student Saxophone,$180.93 ,$153.79 ,$126.65 
Musical Instruments,Student Trombone,$150.92 ,$128.28 ,$105.64 
Musical Instruments,Student Trumpet,$70.72 ,$60.11 ,$49.50 
Pet Supplies,Bird Cage,$29.74 ,$25.28 ,$20.82 
Pet Supplies,Cat Bed,$11.90 ,$10.12 ,$8.33 
Pet Supplies,Cat Brush,$4.55 ,$3.87 ,$3.19 
Pet Supplies,Cat Carrier,$15.76 ,$13.40 ,$11.03 
Pet Supplies,Cat Collar,$4.58 ,$3.90 ,$3.21 
Pet Supplies,Cat Dish,$6.22 ,$5.29 ,$4.35 
Pet Supplies,Cat Litter Box,$29.43 ,$25.02 ,$20.60 
Pet Supplies,Cat Scratcher or Tunnel,$14.40 ,$12.24 ,$10.08 
Pet Supplies,Dog Bed,$19.20 ,$16.32 ,$13.44 
Pet Supplies,Dog Brush,$5.73 ,$4.87 ,$4.01 
Pet Supplies,Dog Carrier or Crate: Large,$32.29 ,$27.45 ,$22.60 
Pet Supplies,Dog Carrier or Crate: Medium,$23.84 ,$20.27 ,$16.69 
Pet Supplies,Dog Carrier or Crate: Small,$19.55 ,$16.62 ,$13.69 
Pet Supplies,Dog Collar,$9.43 ,$8.02 ,$6.60 
Pet Supplies,Dog Dish,$6.68 ,$5.68 ,$4.68 
Pet Supplies,Dog Harness: Large,$9.66 ,$8.21 ,$6.76 
Pet Supplies,Dog Harness: Medium,$9.72 ,$8.26 ,$6.80 
Pet Supplies,Dog Harness: Small,$8.66 ,$7.36 ,$6.06 
Pet Supplies,Dog House,$20.74 ,$17.63 ,$14.52 
Pet Supplies,Dog Invisible Fence System,$75.46 ,$64.14 ,$52.82 
Pet Supplies,Dog Leash: Retractable,$9.14 ,$7.77 ,$6.40 
Pet Supplies,Dog Leash: Single Lead,$4.76 ,$4.05 ,$3.33 
Pet Supplies,Dog Muzzle,$6.62 ,$5.63 ,$4.63 
Pet Supplies,Fish Aquarium Heater,$9.87 ,$8.39 ,$6.91 
Pet Supplies,Fish Aquarium Stand,$41.16 ,$34.99 ,$28.81 
Pet Supplies,Fish Aquarium: Extra Large (60+ Gallons),$66.20 ,$56.27 ,$46.34 
Pet Supplies,Fish Aquarium: Large (30-59 Gallons),$56.93 ,$48.39 ,$39.85 
Pet Supplies,Fish Aquarium: Medium (10-29 Gallons),$36.02 ,$30.62 ,$25.21 
Pet Supplies,Fish Aquarium: Small (1-9 Gallons),$21.95 ,$18.66 ,$15.37 
Pet Supplies,Fish Bowl,$12.51 ,$10.64 ,$8.76 
Pet Supplies,Fish Filtration: Filter,$20.91 ,$17.78 ,$14.64 
Pet Supplies,Fish Filtration: Pump,$22.63 ,$19.24 ,$15.84 
Pet Supplies,Fish Filtration: Skimmer,$30.74 ,$26.13 ,$21.52 
Pet Supplies,Reptile Cage or Habitat,$53.51 ,$45.49 ,$37.46 
Pet Supplies,Reptile Food Dish,$5.15 ,$4.38 ,$3.61 
Pet Supplies,Reptile Heat Lamp,$9.94 ,$8.45 ,$6.96 
Pet Supplies,Reptile Heated Rock,$11.48 ,$9.76 ,$8.04 
Pet Supplies,Reptile Lamp,$9.94 ,$8.45 ,$6.96 
Pet Supplies,Reptile Under Cage Heater,$12.11 ,$10.30 ,$8.48 
Pet Supplies,Rodent Cage: Large,$29.47 ,$25.05 ,$20.63 
Pet Supplies,Rodent Cage: Small,$15.75 ,$13.39 ,$11.03 
Pet Supplies,Rodent Exercise Ball,$6.18 ,$5.26 ,$4.33 
Pet Supplies,Rodent Exercise Wheel,$7.54 ,$6.41 ,$5.28 
Phones & Communications,Answering Machine,$10.68 ,$9.08 ,$7.48 
Phones & Communications,Caller ID Box,$12.01 ,$10.21 ,$8.41 
Phones & Communications,CB Radio,$29.15 ,$24.78 ,$20.41 
Phones & Communications,Cell Phone,$38.37 ,$32.62 ,$26.86 
Phones & Communications,Cell Phone: Battery,$10.92 ,$9.28 ,$7.64 
Phones & Communications,Cell Phone: Case,$7.59 ,$6.45 ,$5.31 
Phones & Communications,Cell Phone: Charger: Automobile,$7.19 ,$6.11 ,$5.03 
Phones & Communications,Cell Phone: Charger: Desk Top,$7.32 ,$6.22 ,$5.12 
Phones & Communications,Cell Phone: Charger: USB,$5.78 ,$4.92 ,$4.05 
Phones & Communications,Cell Phone: Headset,$7.84 ,$6.67 ,$5.49 
Phones & Communications,Corded Telephone: Multi-Line,$24.01 ,$20.41 ,$16.81 
Phones & Communications,Corded Telephone: Single-Line,$12.68 ,$10.78 ,$8.88 
Phones & Communications,Cordless Telephone: Multi-Line,$25.73 ,$21.87 ,$18.01 
Phones & Communications,Cordless Telephone: Single-Line,$14.40 ,$12.24 ,$10.08 
Phones & Communications,Cordless Telephone: Telephone/Answering Machine Combo,$14.05 ,$11.95 ,$9.84 
Phones & Communications,FRS Radios (Pair),$18.00 ,$15.30 ,$12.60 
Phones & Communications,Headset,$14.51 ,$12.34 ,$10.16 
Portable Audio & Video,Boombox,$27.22 ,$23.14 ,$19.05 
Portable Audio & Video,Cassette Player,$12.35 ,$10.50 ,$8.65 
Portable Audio & Video,CD Player,$17.15 ,$14.58 ,$12.01 
Portable Audio & Video,DVD Player,$23.86 ,$20.28 ,$16.70 
Portable Audio & Video,MiniDisc Player,$41.33 ,$35.13 ,$28.93 
Portable Audio & Video,MP3 Player (Apple),$34.21 ,$29.08 ,$23.95 
Portable Audio & Video,MP3 Player (Excluding Apple),$22.21 ,$18.88 ,$15.55 
Sporting Goods,Abdominal Slide or Roller,$10.63 ,$9.04 ,$7.44 
Sporting Goods,Aerobic Stepper,$23.14 ,$19.67 ,$16.20 
Sporting Goods,Air Mattress: Full,$38.06 ,$32.35 ,$26.64 
Sporting Goods,Air Mattress: King,$62.59 ,$53.20 ,$43.81 
Sporting Goods,Air Mattress: Queen,$54.88 ,$46.65 ,$38.42 
Sporting Goods,Air Mattress: Twin,$21.58 ,$18.35 ,$15.11 
Sporting Goods,Air Pump: Electric,$15.78 ,$13.42 ,$11.05 
Sporting Goods,Air Pump: Foot,$8.40 ,$7.14 ,$5.88 
Sporting Goods,Archery Arrows (Dozen),$28.12 ,$23.90 ,$19.68 
Sporting Goods,Archery Bow: Adult,$28.12 ,$23.90 ,$19.68 
Sporting Goods,Archery Bow: Youth,$25.71 ,$21.86 ,$18.00 
Sporting Goods,Archery Target,$23.33 ,$19.83 ,$16.33 
Sporting Goods,Badminton Set,$17.50 ,$14.88 ,$12.25 
Sporting Goods,Baseball Bat: Adult,$25.89 ,$22.01 ,$18.12 
Sporting Goods,Baseball Bat: Youth,$23.49 ,$19.97 ,$16.44 
Sporting Goods,Baseball Glove: Adult,$18.72 ,$15.91 ,$13.10 
Sporting Goods,Baseball Glove: Youth,$12.68 ,$10.78 ,$8.88 
Sporting Goods,Basketball,$9.00 ,$7.65 ,$6.30 
Sporting Goods,Basketball Hoop Unit: In Ground,$71.34 ,$60.64 ,$49.94 
Sporting Goods,Basketball Hoop Unit: Portable,$101.96 ,$86.67 ,$71.37 
Sporting Goods,Bicycle Car Rack: Fold Down,$37.72 ,$32.06 ,$26.40 
Sporting Goods,Bicycle Car Rack: Roof Mounted,$54.88 ,$46.65 ,$38.42 
Sporting Goods,Bicycle Car Rack: Swing Away,$54.87 ,$46.64 ,$38.41 
Sporting Goods,Bicycle Car Rack: Trailer Hitch/Ball Mounted,$54.88 ,$46.65 ,$38.42 
Sporting Goods,Bicycle Car Rack: Truck Bed,$46.31 ,$39.37 ,$32.42 
Sporting Goods,Bicycle Child Carrier: Seat,$27.93 ,$23.74 ,$19.55 
Sporting Goods,Bicycle Child Carrier: Trailer,$70.31 ,$59.77 ,$49.22 
Sporting Goods,Bicycle Helmet: Adult,$17.66 ,$15.01 ,$12.36 
Sporting Goods,Bicycle Helmet: Youth,$16.63 ,$14.14 ,$11.64 
Sporting Goods,Bicycle: Adult,$53.51 ,$45.49 ,$37.46 
