name,ein,category,city,state,website,description
Gateway Middle School,262899884,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Eglise Baptiste D Expression Francaise D Elmont,262910527,Other,ELMONT,NY,,"Other organization in ELMONT, NY"
Akhil Autism Foundation,262912669,Foundation,EDISON,NJ,,"Foundation organization in EDISON, NJ"
Friends Of The Tucker Free Library,262942659,Other,HENNIKER,NH,,"Other organization in HENNIKER, NH"
Huaxia Chinese School At Bergen,263003451,Education,PARAMUS,NJ,,"Education organization in PARAMUS, NJ"
Hollis Montessori School,263041656,Education,HOLLIS,NH,,"Education organization in HOLLIS, NH"
Chi Alpha Ministries University Of New Hampshire,263069725,Religious,DURHAM,NH,,"Religious organization in DURHAM, NH"
Dongsan Presbyterian Church,263072340,Religious,FLUSHING,NY,,"Religious organization in FLUSHING, NY"
Fiasco Theater,263105037,Arts & Culture,NEW YORK,NY,,"Arts & Culture organization in NEW YORK, NY"
Greater Providence Missionary Baptist Church,263119070,Religious,NEWARK,NJ,,"Religious organization in NEWARK, NJ"
Pugs Unlimited Gives Shelter Foundation,263129398,Human Services,MOUNT LAUREL,NJ,,"Human Services organization in MOUNT LAUREL, NJ"
Friends Of The William K Sanford Town Library,263137781,Other,LOUDONVILLE,NY,,"Other organization in LOUDONVILLE, NY"
Parent Advisory Group Of Casco Bay High School,263145259,Education,PORTLAND,ME,,"Education organization in PORTLAND, ME"
Brooklyn Prospect Charter School,263206518,Education,BROOKLYN,NY,,"Education organization in BROOKLYN, NY"
Autism Is Curable,263245751,Other,MADISON,NJ,,"Other organization in MADISON, NJ"
Littleton Studio School,263249755,Education,LITTLETON,NH,,"Education organization in LITTLETON, NH"
Empty Chair Theater Company,263310917,Arts & Culture,HUDSON,NY,,"Arts & Culture organization in HUDSON, NY"
Aging With Autism,263315843,Other,BURLINGTON,NJ,,"Other organization in BURLINGTON, NJ"
Apalachin Library Association,263329983,Other,APALACHIN,NY,,"Other organization in APALACHIN, NY"
Hudson Lyric Opera,263346265,Arts & Culture,GARNERVILLE,NY,,"Arts & Culture organization in GARNERVILLE, NY"
Rutherford High School All Sports Booster Club,263390122,Education,RUTHERFORD,NJ,,"Education organization in RUTHERFORD, NJ"
Garvey School,263399619,Education,BRONX,NY,,"Education organization in BRONX, NY"
Bay Head Home & School A Nj Nonprofit Corporation,263408618,Education,BAY HEAD,NJ,,"Education organization in BAY HEAD, NJ"
Friends Of The Learning Community Charter School,263434984,Education,JERSEY CITY,NJ,,"Education organization in JERSEY CITY, NJ"
Autism Family International Foundation,263464694,International,VALLEY STREAM,NY,,"International organization in VALLEY STREAM, NY"
Riverbank Charter School Of Excellence,263509556,Education,ROEBLING,NJ,,"Education organization in ROEBLING, NJ"
Mercy Hill Presbyterian Church,263523215,Religious,GLASSBORO,NJ,,"Religious organization in GLASSBORO, NJ"
Community Foundation To Support Education,263551237,Education,CINCINNATUS,NY,,"Education organization in CINCINNATUS, NY"
Wadsworth Library,263577281,Other,GENESEO,NY,,"Other organization in GENESEO, NY"
John Ryan Elementary School Pac,263622406,Education,TEWKSBURY,MA,,"Education organization in TEWKSBURY, MA"
Harvard Business School Association - Sne,263628691,Education,PROVIDENCE,RI,,"Education organization in PROVIDENCE, RI"
Central New York Aquarium Society,263632538,Other,CLAY,NY,,"Other organization in CLAY, NY"
Summit High School Parent Teacher Organization,263649703,Education,SUMMIT,NJ,,"Education organization in SUMMIT, NJ"
Committee For Autoseum Museum,263683029,Arts & Culture,BALDWIN,NY,,"Arts & Culture organization in BALDWIN, NY"
Ethical Community Charter School,263699278,Education,JERSEY CITY,NJ,,"Education organization in JERSEY CITY, NJ"
John W Wynn Middle School Parent Advisory Council,263726784,Education,TEWKSBURY,MA,,"Education organization in TEWKSBURY, MA"
Indian Mills Home & School Association,263729336,Education,SHAMONG,NJ,,"Education organization in SHAMONG, NJ"
Baptist Church Of Jesus Christ The Mediator,263745001,Religious,BROOKLYN,NY,,"Religious organization in BROOKLYN, NY"
Glen Head School Pto,263761561,Education,GLEN HEAD,NY,,"Education organization in GLEN HEAD, NY"
Mary E Griswold School Parents Club,263768512,Education,KENSINGTON,CT,,"Education organization in KENSINGTON, CT"
North Andover High School Parent Advisory Council,263787499,Education,NORTH ANDOVER,MA,,"Education organization in NORTH ANDOVER, MA"
Friends Of The Rensselaer Library,263805715,Other,RENSSELAER,NY,,"Other organization in RENSSELAER, NY"
Flying Point Foundation For Autism,263806780,Foundation,WATER MILL,NY,,"Foundation organization in WATER MILL, NY"
Solvay Geddes Historical Society,263829072,Other,SOLVAY,NY,,"Other organization in SOLVAY, NY"
Freehold High School Ptso,263843509,Education,FREEHOLD,NJ,,"Education organization in FREEHOLD, NJ"
Northside Charter High School,263861790,Education,BROOKLYN,NY,,"Education organization in BROOKLYN, NY"
Succasunna United Methodist Church,263902651,Religious,SUCCASUNNA,NJ,,"Religious organization in SUCCASUNNA, NJ"
Concord Coalition To End Homelessness,263933990,Human Services,CONCORD,NH,,"Human Services organization in CONCORD, NH"
Massachusetts Beijing Chinese Language School,263934299,Education,SHREWSBURY,MA,,"Education organization in SHREWSBURY, MA"
Ballet Misha,263955983,Other,CONCORD,NH,,"Other organization in CONCORD, NH"
Alive With Autism,263996513,Other,PORT CRANE,NY,,"Other organization in PORT CRANE, NY"
University Of Massachusetts,264004229,Education,BELCHERTOWN,MA,,"Education organization in BELCHERTOWN, MA"
Fairview Elementary Home And School Association,264063956,Education,BLOOMFIELD,NJ,,"Education organization in BLOOMFIELD, NJ"
Autism Connection,264097484,Other,EARLTON,NY,,"Other organization in EARLTON, NY"
First International Baptist Church,264101843,Religious,TRENTON,NJ,,"Religious organization in TRENTON, NJ"
Hebrew Language Academy Charter School,264117186,Education,BROOKLYN,NY,,"Education organization in BROOKLYN, NY"
Foster School Pto,264125078,Education,HINGHAM,MA,,"Education organization in HINGHAM, MA"
Vermont School Library Association,264132556,Education,WEYBRIDGE,VT,,"Education organization in WEYBRIDGE, VT"
Corner School Resource Center Of Granville,264135885,Education,GRANVILLE,VT,,"Education organization in GRANVILLE, VT"
Louis Armstrong House Museum,264178283,Arts & Culture,CORONA,NY,,"Arts & Culture organization in CORONA, NY"
New Roots Charter School,264183302,Education,ITHACA,NY,,"Education organization in ITHACA, NY"
Dover High School Softball Boosters,264210246,Education,DOVER,NH,,"Education organization in DOVER, NH"
Jamie Stein Save A Shelter Dog Rescue,264225504,Human Services,MIDDLETOWN,NJ,,"Human Services organization in MIDDLETOWN, NJ"
Friends Of The North Attleboro Animal Shelter,264242711,Human Services,N ATTLEBORO,MA,,"Human Services organization in N ATTLEBORO, MA"
Summit Academy Charter School,264243160,Education,BROOKLYN,NY,,"Education organization in BROOKLYN, NY"
Speyer Legacy School,264274070,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Symphony Chorus,264278331,Arts & Culture,NEW YORK,NY,,"Arts & Culture organization in NEW YORK, NY"
Casa De Oracion Free Methodist Church,264287017,Religious,PATERSON,NJ,,"Religious organization in PATERSON, NJ"
Mosae Korean Presbyterian Church In New York,264310223,Religious,WOODBURY,NY,,"Religious organization in WOODBURY, NY"
Academic Leadership Charter School,264327125,Education,BRONX,NY,,"Education organization in BRONX, NY"
Framingham Public Library Foundation,264348429,Foundation,FRAMINGHAM,MA,,"Foundation organization in FRAMINGHAM, MA"
Frenchtown Elementary School Pto,264349584,Education,FRENCHTOWN,NJ,,"Education organization in FRENCHTOWN, NJ"
Cheshire Childrens Museum,264353786,Arts & Culture,KEENE,NH,,"Arts & Culture organization in KEENE, NH"
African American Historical Society,264409008,Other,POMONA,NY,,"Other organization in POMONA, NY"
Bethlehem Central Middle School Pto,264425066,Education,DELMAR,NY,,"Education organization in DELMAR, NY"
Hebron Presbyterian Church,264437392,Religious,FLUSHING,NY,,"Religious organization in FLUSHING, NY"
The School Of Destiny,264440841,Education,SCHENECTADY,NY,,"Education organization in SCHENECTADY, NY"
Black Alumni Council Of Columbia University,264444776,Education,BROOKLYN,NY,,"Education organization in BROOKLYN, NY"
Hunter College Auxiliary Enterprises Corporation,264500228,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
St Rita School,264504896,Education,WEBSTER,NY,,"Education organization in WEBSTER, NY"
Autism Science Foundation,264522309,Research,SCARSDALE,NY,,"Research organization in SCARSDALE, NY"
Diabetes Education Partners Of Rhode Island,264543920,Education,PROVIDENCE,RI,,"Education organization in PROVIDENCE, RI"
Yang Sung Presbyterian Church,264547322,Religious,ENGLEWOOD,NJ,,"Religious organization in ENGLEWOOD, NJ"
Clifford Granger School Pto,264559269,Education,FEEDING HILLS,MA,,"Education organization in FEEDING HILLS, MA"
Palmyra Community Library,264560063,Human Services,PALMYRA,NY,,"Human Services organization in PALMYRA, NY"
Coalition For Usher Syndrome Research,264560897,Research,WESTFORD,MA,,"Research organization in WESTFORD, MA"
Learning Path Nursery School And Day Care,264567255,Education,CHATHAM,NJ,,"Education organization in CHATHAM, NJ"
Pelham Historical Society,264606407,Other,PELHAM,NH,,"Other organization in PELHAM, NH"
Christian Methodist Episcopal Church,264623901,Religious,HARTFORD,CT,,"Religious organization in HARTFORD, CT"
Christian Methodist Episcopal Church,264624520,Religious,MOUNT VERNON,NY,,"Religious organization in MOUNT VERNON, NY"
Evergreen Charter School,264652712,Education,HEMPSTEAD,NY,,"Education organization in HEMPSTEAD, NY"
College Education Milestone Foundation,264654514,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Icahn Charter School 4,264674992,Education,BRONX,NY,,"Education organization in BRONX, NY"
Middlebury Studio School,264711953,Education,MIDDLEBURY,VT,,"Education organization in MIDDLEBURY, VT"
Prudence Island School Foundation,264731400,Education,PRUDENCE ISL,RI,,"Education organization in PRUDENCE ISL, RI"
University Of Liberia Alumni Chorus,264755027,Education,BROCKTON,MA,,"Education organization in BROCKTON, MA"
Friends Of The Monterey Library,264764561,Other,MONTEREY,MA,,"Other organization in MONTEREY, MA"
New Vision Korean Methodist Church,264766821,Religious,EAST ROCKAWAY,NY,,"Religious organization in EAST ROCKAWAY, NY"
Resurrection Episcopal Day School,264766892,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Local 15 Operating Engineers Scholarship Fund,264778236,Education,LONG IS CITY,NY,,"Education organization in LONG IS CITY, NY"
Clifton School Eight Pto,264814446,Education,CLIFTON,NJ,,"Education organization in CLIFTON, NJ"
University Of Massachusetts,264820707,Education,PEMBROKE,MA,,"Education organization in PEMBROKE, MA"
Beacon Hill Institute For Public Policy Research,266265950,Research,MEDWAY,MA,,"Research organization in MEDWAY, MA"
Lederer Ml Irr Tr Fbo Putney School 43c618014,266697169,Education,BUFFALO,NY,,"Education organization in BUFFALO, NY"
Lloyd Harbor School Association,270034828,Education,HUNTINGTON,NY,,"Education organization in HUNTINGTON, NY"
Narragansett Bay Baptist Church,270047426,Religious,WARWICK,RI,,"Religious organization in WARWICK, RI"
Orono Public Library Foundation,270062690,Foundation,ORONO,ME,,"Foundation organization in ORONO, ME"
William Floyd Middle School Pto,270068696,Education,MORICHES,NY,,"Education organization in MORICHES, NY"
Hazardville Memorial School Pto,270078571,Education,ENFIELD,CT,,"Education organization in ENFIELD, CT"
Tisbury School Pto,270081661,Education,VINEYARD HVN,MA,,"Education organization in VINEYARD HVN, MA"
New Creation Baptist Church,270104619,Religious,MILLBURY,MA,,"Religious organization in MILLBURY, MA"
Thomas Memorial Library Foundation,270106217,Foundation,CAPE ELIZ,ME,,"Foundation organization in CAPE ELIZ, ME"
Delaware Township Historical Society,270115517,Other,SERGEANTSVLLE,NJ,,"Other organization in SERGEANTSVLLE, NJ"
Kowteff School Of African Dance,270117085,Education,BROOKLYN,NY,,"Education organization in BROOKLYN, NY"
Center For Autism,270155489,Other,NEWARK,NJ,,"Other organization in NEWARK, NJ"
Chi Alpha At Plymouth State University,270172593,Education,PLYMOUTH,NH,,"Education organization in PLYMOUTH, NH"
School The World,270176563,Education,BOSTON,MA,,"Education organization in BOSTON, MA"
Operation Chillout,270181975,Arts & Culture,CALIFON,NJ,,"Arts & Culture organization in CALIFON, NJ"
Friends Of The Jones Memorial Library,270188003,Other,ORLEANS,VT,,"Other organization in ORLEANS, VT"
Friends Of Shelter Associates,270189420,Human Services,BARRINGTON,RI,,"Human Services organization in BARRINGTON, RI"
Christ The King School,270214544,Education,RUTLAND,VT,,"Education organization in RUTLAND, VT"
Drive To Cure Diabetes,270221625,Other,YORKTOWN HTS,NY,,"Other organization in YORKTOWN HTS, NY"
Westport Animal Shelter Advocates,270228138,Human Services,WESTON,CT,,"Human Services organization in WESTON, CT"
Lewiston Baptist Church,270255545,Religious,LEWISTON,ME,,"Religious organization in LEWISTON, ME"
Bay State Animal Cooperative,270255603,Environment/Animals,NORWOOD,MA,,"Environment/Animals organization in NORWOOD, MA"
Project Goodwill Africa,270272796,Other,TEANECK,NJ,,"Other organization in TEANECK, NJ"
Friends Of Irondale Schoolhouse,270307735,Education,MILLERTON,NY,,"Education organization in MILLERTON, NY"
Milford Borough Historical Society,270361144,Other,MILFORD,NJ,,"Other organization in MILFORD, NJ"
Schneider Cataquarium,270381980,Other,HIGHLAND,NY,,"Other organization in HIGHLAND, NY"
Finger Lakes Cultural & Natural History Museum,270385022,Arts & Culture,BRANCHPORT,NY,,"Arts & Culture organization in BRANCHPORT, NY"
Harvard Kennedy School Black Alumni Association,270423125,Education,BOSTON,MA,,"Education organization in BOSTON, MA"
Dirt Modified Stock Car Museum,270466509,Arts & Culture,WEEDSPORT,NY,,"Arts & Culture organization in WEEDSPORT, NY"
Flanders Village Historical Society,270484815,Other,RIVERHEAD,NY,,"Other organization in RIVERHEAD, NY"
Friends Of Castleton Free Library,270487571,Other,CASTLETON,VT,,"Other organization in CASTLETON, VT"
Bailey Farmington Village Green And Library Trust,270505166,Foundation,FARMINGTON,CT,,"Foundation organization in FARMINGTON, CT"
Blawenburg Village School,270558229,Education,BLAWENBURG,NJ,,"Education organization in BLAWENBURG, NJ"
Albany Leadership Charter High School For Girls,270563603,Education,ALBANY,NY,,"Education organization in ALBANY, NY"
American Bard Theater Company,270566833,Arts & Culture,NEW YORK,NY,,"Arts & Culture organization in NEW YORK, NY"
Swift Middle School Ptso,270585616,Education,OAKVILLE,CT,,"Education organization in OAKVILLE, CT"
1816 Farmington Quaker Meetinghouse Museum,270586244,Arts & Culture,FARMINGTON,NY,,"Arts & Culture organization in FARMINGTON, NY"
Greater Waterville Area Food Bank,270589448,Human Services,WATERVILLE,ME,,"Human Services organization in WATERVILLE, ME"
Northfield Elementary School Pto,270599162,Education,NORTHFIELD,MA,,"Education organization in NORTHFIELD, MA"
Dramatic Question Theater,270631685,Arts & Culture,BROOKLYN,NY,,"Arts & Culture organization in BROOKLYN, NY"
Our Savior New American School,270636487,Education,CENTEREACH,NY,,"Education organization in CENTEREACH, NY"
Mayflower Montessori School,270652155,Education,NORWICH,CT,,"Education organization in NORWICH, CT"
Archbishop Stepinac High School,270670780,Education,WHITE PLAINS,NY,,"Education organization in WHITE PLAINS, NY"
Cardinal Hayes High School,270670928,Education,BRONX,NY,,"Education organization in BRONX, NY"
Cardinal Spellman High School,270671022,Education,BRONX,NY,,"Education organization in BRONX, NY"
Cathedral High School,270671104,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
John F Kennedy Catholic High School,270671184,Religious,SOMERS,NY,,"Religious organization in SOMERS, NY"
John S Burke Catholic High School,270671263,Religious,GOSHEN,NY,,"Religious organization in GOSHEN, NY"
Monsignor Farrell High School,270671459,Education,STATEN ISLAND,NY,,"Education organization in STATEN ISLAND, NY"
Hinesburg Historical Society,270671886,Other,HINESBURG,VT,,"Other organization in HINESBURG, VT"
Moore Catholic High School,270672195,Religious,STATEN ISLAND,NY,,"Religious organization in STATEN ISLAND, NY"
C Kip Leach Community Foundation,270710250,Human Services,LTL DEER IS,ME,,"Human Services organization in LTL DEER IS, ME"
Light And Life Korean Methodist Church,270723889,Religious,NEW ROCHELLE,NY,,"Religious organization in NEW ROCHELLE, NY"
Pelham High School Booster Club,270754524,Education,PELHAM,NH,,"Education organization in PELHAM, NH"
Eric S Smith School Pto,270760818,Education,RAMSEY,NJ,,"Education organization in RAMSEY, NJ"
Health Sciences Charter School,270770418,Health,BUFFALO,NY,,"Health organization in BUFFALO, NY"
Stanhope Home & School Association,270779625,Education,STANHOPE,NJ,,"Education organization in STANHOPE, NJ"
Greene Hill School,270787516,Education,BROOKLYN,NY,,"Education organization in BROOKLYN, NY"
Cherry Hill School Pto,270812501,Education,RIVER EDGE,NJ,,"Education organization in RIVER EDGE, NJ"
Saint Joseph School Foundation,270821447,Education,PENFIELD,NY,,"Education organization in PENFIELD, NY"
Croatian School Of Boston,270829158,Education,BELMONT,MA,,"Education organization in BELMONT, MA"
Eglise Evangelique Baptiste Des Seraphins,270834138,Other,LAURELTON,NY,,"Other organization in LAURELTON, NY"
Waldwick Adventist School,270845220,Education,WALDWICK,NJ,,"Education organization in WALDWICK, NJ"
New Birth Baptist Church,270849884,Religious,BROCKTON,MA,,"Religious organization in BROCKTON, MA"
Hatton Elementary School Pto,270858562,Education,SOUTHINGTON,CT,,"Education organization in SOUTHINGTON, CT"
Eastern High School Theater Boosters,270866252,Education,VOORHEES,NJ,,"Education organization in VOORHEES, NJ"
John B Stanton School Pto,270874869,Education,NORWICH,CT,,"Education organization in NORWICH, CT"
Hartford Korean Presbyterian Church,270905730,Religious,VERNON ROCKVL,CT,,"Religious organization in VERNON ROCKVL, CT"
Vindonah Horse Shelter,270910664,Human Services,BEAVER DAMS,NY,,"Human Services organization in BEAVER DAMS, NY"
Honeoye-richmond Historical Society,270913708,Other,HONEOYE,NY,,"Other organization in HONEOYE, NY"
Federated Home And School Association,270916898,Education,RIDGEWOOD,NJ,,"Education organization in RIDGEWOOD, NJ"
East School Pto,270922510,Education,HINGHAM,MA,,"Education organization in HINGHAM, MA"
Friends Of L C Bates Museum,270923210,Arts & Culture,WATERVILLE,ME,,"Arts & Culture organization in WATERVILLE, ME"
Brunswick Naval Aviation Museum,270926866,Arts & Culture,BRUNSWICK,ME,,"Arts & Culture organization in BRUNSWICK, ME"
West Milford High School Boys Track Team,270941958,Education,WEST MILFORD,NJ,,"Education organization in WEST MILFORD, NJ"
Special Music School Pta,270958315,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Thomas Carroll School Pto,270958941,Education,PEABODY,MA,,"Education organization in PEABODY, MA"
Milford High School Parents For Music,270967057,Education,MILFORD,MA,,"Education organization in MILFORD, MA"
Stacy Middle School Pto,270967090,Education,MILFORD,MA,,"Education organization in MILFORD, MA"
American Friends Of Statens Museum For Kunst Ltd,270988353,Arts & Culture,MONTCLAIR,NJ,,"Arts & Culture organization in MONTCLAIR, NJ"
Brains- Pediatric Brain Tumor Research Fund,270998531,Research,CHEEKTOWAGA,NY,,"Research organization in CHEEKTOWAGA, NY"
Wellesley Chinese Language School,271049533,Education,WELLESLEY,MA,,"Education organization in WELLESLEY, MA"
Hx Chinese School At Plainsboro,271049666,Education,PLAINSBORO,NJ,,"Education organization in PLAINSBORO, NJ"
First Light Farm Equine Shelter,271052480,Human Services,AUBURN,ME,,"Human Services organization in AUBURN, ME"
Shelton High School Robotics Team,271054942,Education,SHELTON,CT,,"Education organization in SHELTON, CT"
Pta Of Brooklyn Brownstone School,271068023,Education,BROOKLYN,NY,,"Education organization in BROOKLYN, NY"
Little School Restoration Project,271095370,Education,EASTON,ME,,"Education organization in EASTON, ME"
Hatikvah International Academy Charter School,271102088,Education,E BRUNSWICK,NJ,,"Education organization in E BRUNSWICK, NJ"
Greenwich Spanish School Corporation,271109956,Education,OLD GREENWICH,CT,,"Education organization in OLD GREENWICH, CT"
Booth Hill Elementary School Pto,271128244,Education,SHELTON,CT,,"Education organization in SHELTON, CT"
Delran Historical Society,271155087,Other,EDGEWATER PRK,NJ,,"Other organization in EDGEWATER PRK, NJ"
Operation Elf,271172184,Arts & Culture,ANDOVER,MA,,"Arts & Culture organization in ANDOVER, MA"
Canaan Historical Society,271172220,Other,CANAAN,NH,,"Other organization in CANAAN, NH"
New York Harbor School Parent Teacher Association,271178829,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
South Ashfield Library Association,271183158,Other,ASHFIELD,MA,,"Other organization in ASHFIELD, MA"
Norton High School Golf Team Booster Club,271198104,Education,NORTON,MA,,"Education organization in NORTON, MA"
Edible Schoolyard New York,271237249,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Berbice High School Alumni Association,271253360,Education,OZONE PARK,NY,,"Education organization in OZONE PARK, NY"
Westfield High School Ptso,271278594,Education,WESTFIELD,NJ,,"Education organization in WESTFIELD, NJ"
Wall High School Softball Diamond Club,271282006,Education,MANASQUAN,NJ,,"Education organization in MANASQUAN, NJ"
Sodus Community Library,271297186,Human Services,SODUS,NY,,"Human Services organization in SODUS, NY"
Brooklyn School Of Inquiry Pto,271299073,Education,BROOKLYN,NY,,"Education organization in BROOKLYN, NY"
Friends Of The Roslindale Branch Library,271311413,Other,ROSLINDALE,MA,,"Other organization in ROSLINDALE, MA"
Collective Theater Arts & Film Ltd,271328085,Arts & Culture,BROOKLYN,NY,,"Arts & Culture organization in BROOKLYN, NY"
Seward Park High School Alumni Association,271328392,Education,LANDING,NJ,,"Education organization in LANDING, NJ"
Safe Haven Animal Shelter & Wildlife Center,271354838,Human Services,WAPPINGERS FL,NY,,"Human Services organization in WAPPINGERS FL, NY"
Orchard School Parent Teacher Organization,271358176,Education,S BURLINGTON,VT,,"Education organization in S BURLINGTON, VT"
The Foundation For Maine Community Colleges,271363414,Education,AUGUSTA,ME,,"Education organization in AUGUSTA, ME"
International School Of Tanganyika Foundation,271383776,Education,PRINCETON,NJ,,"Education organization in PRINCETON, NJ"
Hoover School Pta,271386478,Education,BERGENFIELD,NJ,,"Education organization in BERGENFIELD, NJ"
Silas Deane Middle School Parent Action Committee,271396322,Education,WETHERSFIELD,CT,,"Education organization in WETHERSFIELD, CT"
Tata Medical Center Foundation,271400186,Health,NEW YORK,NY,,"Health organization in NEW YORK, NY"
Welcome To My World Autism,271413991,International,NEW BRITAIN,CT,,"International organization in NEW BRITAIN, CT"
Friends Of Bent Northrop Memorial Library,271444012,Other,FAIRFIELD,VT,,"Other organization in FAIRFIELD, VT"
National Museum Of Mathematics,271450809,Arts & Culture,NEW YORK,NY,,"Arts & Culture organization in NEW YORK, NY"
St Catherine Of Siena Medical Center Foundation,271459941,Health,SMITHTOWN,NY,,"Health organization in SMITHTOWN, NY"
Greenbrook School Pto,271461692,Education,KENDALL PARK,NJ,,"Education organization in KENDALL PARK, NJ"
Smithfield Maine Historical Society,271481304,Other,SMITHFIELD,ME,,"Other organization in SMITHFIELD, ME"
Juvenile Diabetes Cure Alliance,271489479,Other,NEW YORK,NY,,"Other organization in NEW YORK, NY"
Wawarsing Historical Society & Knife Museum,271497433,Arts & Culture,NAPANOCH,NY,,"Arts & Culture organization in NAPANOCH, NY"
Freedom Plains United Presbyterian Church,271525746,Religious,LAGRANGEVILLE,NY,,"Religious organization in LAGRANGEVILLE, NY"
Adonijah Fellowship Bible School And Seminary,271544761,Education,BROOKLYN,NY,,"Education organization in BROOKLYN, NY"
New England School Nurse Conference,271555418,Education,BEVERLY,MA,,"Education organization in BEVERLY, MA"
The Center For Better Schools,271565143,Education,NEWPORT,RI,,"Education organization in NEWPORT, RI"
Academy For Urban Leadership Charter High School,271567450,Education,PERTH AMBOY,NJ,,"Education organization in PERTH AMBOY, NJ"
Manchester Historical Society,271601999,Other,MANCHESTER,ME,,"Other organization in MANCHESTER, ME"
Friends Of Immaculate Conception School,271606572,Education,HELMETTA,NJ,,"Education organization in HELMETTA, NJ"
Babbie Rural & Farm Learning Museum,271636851,Arts & Culture,PERU,NY,,"Arts & Culture organization in PERU, NY"
Coterie Theater Corporation,271640976,Arts & Culture,NEW YORK,NY,,"Arts & Culture organization in NEW YORK, NY"
Wethersfield High School Safe Graduation,271693282,Education,WETHERSFIELD,CT,,"Education organization in WETHERSFIELD, CT"
Friends Of The Morse School,271703743,Education,CAMBRIDGE,MA,,"Education organization in CAMBRIDGE, MA"
Wakeman Boys And Girls Club Corporation,271709201,Other,BRIDGEPORT,CT,,"Other organization in BRIDGEPORT, CT"
Renaissance Charter High School For Innovation,271736728,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Morris County School Of Technology Pto,271795324,Education,DENVILLE,NJ,,"Education organization in DENVILLE, NJ"
Friends Of The New Salem Public Library,271799778,Other,NEW SALEM,MA,,"Other organization in NEW SALEM, MA"
Atlantic City High School Basketball Invitational,271812500,Education,PLEASANTVILLE,NJ,,"Education organization in PLEASANTVILLE, NJ"
Dr Lena Edwards Charter School,271827559,Education,JERSEY CITY,NJ,,"Education organization in JERSEY CITY, NJ"
Palmer Public Library Association,271884169,Other,PALMER,MA,,"Other organization in PALMER, MA"
Mcgee School Parents & Teachers Organization,271885628,Education,BERLIN,CT,,"Education organization in BERLIN, CT"
Hyde Leadership Charter School-brooklyn,271894231,Education,BROOKLYN,NY,,"Education organization in BROOKLYN, NY"
Yale University,271901647,Education,NEW HAVEN,CT,,"Education organization in NEW HAVEN, CT"
Imagine Me Leadership Charter School,271926618,Education,BROOKLYN,NY,,"Education organization in BROOKLYN, NY"
Inwood Academy For Leadership Charter School,271936773,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Brethren Community Foundation,271939207,Human Services,SPRINGFIELD,MA,,"Human Services organization in SPRINGFIELD, MA"
Rochdale Early Advantage Charter School,271949549,Education,JAMAICA,NY,,"Education organization in JAMAICA, NY"
Bedford Stuyvesant New Beginnings Charter School,271993286,Education,BROOKLYN,NY,,"Education organization in BROOKLYN, NY"
New World Preparatory Charter School,272013987,Education,STATEN ISLAND,NY,,"Education organization in STATEN ISLAND, NY"
Oliver Ames High School Safe Grad Night,272072074,Education,SOUTH EASTON,MA,,"Education organization in SOUTH EASTON, MA"
North End Historical Society,272091918,Other,BOSTON,MA,,"Other organization in BOSTON, MA"
High View Baptist Church,272097154,Religious,QUEENS,NY,,"Religious organization in QUEENS, NY"
Goodwill Hunters,272142921,Other,DUXBURY,MA,,"Other organization in DUXBURY, MA"
Outer Loop Theater Experience,272151031,Arts & Culture,FAIRPORT,NY,,"Arts & Culture organization in FAIRPORT, NY"
Lund University Foundation,272169281,Education,RYE,NY,,"Education organization in RYE, NY"
Martinsburg Historical Society,272189190,Other,MARTINSBURG,NY,,"Other organization in MARTINSBURG, NY"
Challenge Preparatory Charter School,272203903,Education,FAR ROCKAWAY,NY,,"Education organization in FAR ROCKAWAY, NY"
Cairo Historical Society,272220074,Other,CAIRO,NY,,"Other organization in CAIRO, NY"
Bible Baptist Church Of Maine,272257357,Religious,UNITY,ME,,"Religious organization in UNITY, ME"
College Visions,272344723,Education,PROVIDENCE,RI,,"Education organization in PROVIDENCE, RI"
Dongsan Presbyterian Church Of New York,272366331,Religious,BAYSIDE,NY,,"Religious organization in BAYSIDE, NY"
Poor In Spirit Presbyterian Church Of New York,272376502,Religious,FLUSHING,NY,,"Religious organization in FLUSHING, NY"
Operation Firing For Effect,272416123,Arts & Culture,WALWORTH,NY,,"Arts & Culture organization in WALWORTH, NY"
Hartford Polish Saturday School,272547743,Education,HARTFORD,CT,,"Education organization in HARTFORD, CT"
Lang School,272583680,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Greater Elmer Area Historical Society,272627326,Other,ELMER,NJ,,"Other organization in ELMER, NJ"
East Amwell Historical Society,272627414,Other,RINGOES,NJ,,"Other organization in RINGOES, NJ"
Hansem Presbyterian Church,272712964,Religious,PARAMUS,NJ,,"Religious organization in PARAMUS, NJ"
Symphony Church,272767485,Religious,BOSTON,MA,,"Religious organization in BOSTON, MA"
